prefecture,municipality,category,subcategory,title,url,source_level,required_status,memo,display_scope,priority
東京都,品川区,district_plan,都市計画情報,9999_ 小山台一丁目地区防災街区整備地区計画について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/20251111103608.html,区公式候補,確認候補,クロール結果から抽出した用途地域・都市計画関連の確認候補,municipality,50
東京都,品川区,hazard,ハザード,浸水に関するハザードマップと浸水実績,https://www.city.shinagawa.tokyo.jp/PC/bosai/bosai2/taihu/hpg000020939.html,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,品川区,hazard,ハザード,耳で聴くハザードマップについて,https://www.city.shinagawa.tokyo.jp/PC/bosai/bosai2/20240617084413.html,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,品川区,hazard,ハザード,621_ 半地下家屋や地下室では浸水被害に注意,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000031278.html,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,品川区,road,道路関連,491_ 指定道路図（建築基準法上の道路種別）,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000016085.html,区公式候補,確認候補,クロール結果から抽出した道路・接道関連の確認候補,municipality,50
東京都,品川区,road,道路関連,9999_ デザインマンホール、マンホールカードについて,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-doro/20181016161115.html,区公式候補,確認候補,クロール結果から抽出した道路・接道関連の確認候補,municipality,50
東京都,品川区,road,道路関連,9999_ 区有地との境界確定等に関すること,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-doro/20190618172539.html,区公式候補,確認候補,クロール結果から抽出した道路・接道関連の確認候補,municipality,50
東京都,墨田区,building_guidance,建築確認,指定道路図（建築基準法上の道路種別）及び道路位置指定申請図（5号道路の指定図）の閲覧について,https://www.city.sumida.lg.jp/matizukuri/douro/annai/siteidourozu-koukai.html,区公式候補,確認候補,クロール結果から抽出した建築指導・建築確認関連の確認候補,municipality,50
東京都,墨田区,building_guidance,建築確認,建築基準法上の道路について,https://www.city.sumida.lg.jp/matizukuri/kentiku/keikaku/douro/index.html,区公式候補,確認候補,クロール結果から抽出した建築指導・建築確認関連の確認候補,municipality,50
東京都,墨田区,building_guidance,建築確認,主な建築基準法関連規定,https://www.city.sumida.lg.jp/matizukuri/kentiku/keikaku/kanren_kitei.html,区公式候補,確認候補,クロール結果から抽出した建築指導・建築確認関連の確認候補,municipality,50
東京都,墨田区,district_plan,都市計画情報,都市計画図,https://www.city.sumida.lg.jp/matizukuri/tosi_keikaku/tosi_keikaku/test--toshikeikakuzu.html,区公式候補,確認候補,クロール結果から抽出した用途地域・都市計画関連の確認候補,municipality,50
東京都,墨田区,district_plan,都市計画情報,都市計画図（平成25年3月版）変更概要と新旧対照表,https://www.city.sumida.lg.jp/matizukuri/tosi_keikaku/tosi_keikaku/toshikeikakuH260307.html,区公式候補,確認候補,クロール結果から抽出した用途地域・都市計画関連の確認候補,municipality,50
東京都,墨田区,district_plan,都市計画情報,亀沢地区景観まちづくりに係る「墨田区景観計画」及び「亀沢地区地区計画」の変更を行いました,https://www.city.sumida.lg.jp/matizukuri/matizukuri_suisin/keikan_matizukuri/2811kamezawasoan.html,区公式候補,確認候補,クロール結果から抽出した用途地域・都市計画関連の確認候補,municipality,50
東京都,墨田区,hazard,ハザード,墨田区水害ハザードマップ,https://www.city.sumida.lg.jp/anzen_anshin/bousai/suigai/suigai.html,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,墨田区,hazard,ハザード,宅地建物取引業者の方へ（墨田区水害ハザードマップ）,https://www.city.sumida.lg.jp/anzen_anshin/bousai/suigai/takutikatemono.html,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,墨田区,hazard,ハザード,"【英語版】墨田区防災マップ（令和8年4月改訂版）（PDF：3,183KB）",https://www.city.sumida.lg.jp/anzen_anshin/bousai/pamphlet-map/sumidakubousaitizu.files/English_map_s.pdf,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,墨田区,road,道路関連,指定道路図（建築基準法上の道路種別）及び道路位置指定申請図（5号道路の指定図）の閲覧について,https://www.city.sumida.lg.jp/matizukuri/douro/annai/siteidourozu-koukai.html,区公式候補,確認候補,クロール結果から抽出した道路・接道関連の確認候補,municipality,50
東京都,墨田区,road,道路関連,「墨田区道路台帳現況図」検索・閲覧システムは「すみだまちづくりマップ」に移行しました,https://www.city.sumida.lg.jp/matizukuri/douro/dourowoshiraberu/douro_daicho.html,区公式候補,確認候補,クロール結果から抽出した道路・接道関連の確認候補,municipality,50
東京都,墨田区,road,道路関連,道路関係資料の閲覧・取得（道路台帳現況図など）,https://www.city.sumida.lg.jp/matizukuri/douro/dourowoshiraberu/index.html,区公式候補,確認候補,クロール結果から抽出した道路・接道関連の確認候補,municipality,50
東京都,大田区,building_guidance,建築確認,建築審査課,https://www.city.ota.tokyo.jp/kuseijoho/soshiki/gyoumu/kenchikushinsa.html,区公式候補,確認候補,クロール結果から抽出した建築指導・建築確認関連の確認候補,municipality,50
東京都,大田区,building_guidance,建築確認,建築物・建築計画,https://www.city.ota.tokyo.jp/seikatsu/sumaimachinami/kenchiku/index.html,区公式候補,確認候補,クロール結果から抽出した建築指導・建築確認関連の確認候補,municipality,50
東京都,大田区,building_guidance,建築確認,建築調整課,https://www.city.ota.tokyo.jp/kuseijoho/soshiki/gyoumu/kenchikuchousei.html,区公式候補,確認候補,クロール結果から抽出した建築指導・建築確認関連の確認候補,municipality,50
東京都,大田区,district_plan,都市計画情報,確認候補,https://www.city.ota.tokyo.jp/seikatsu/sumaimachinami/machizukuri/toshikeikaku/chiikichikuzu.html,区公式候補,確認候補,クロール結果から抽出した用途地域・都市計画関連の確認候補,municipality,50
東京都,大田区,district_plan,都市計画情報,確認候補,https://www.city.ota.tokyo.jp/seikatsu/sumaimachinami/machizukuri/toshikeikaku/toshikeikakudoro/index.html,区公式候補,確認候補,クロール結果から抽出した用途地域・都市計画関連の確認候補,municipality,50
東京都,大田区,district_plan,都市計画情報,・大田第9号蒲田駅東口地下自転車駐車場整備工事について,https://www.city.ota.tokyo.jp/seikatsu/sumaimachinami/machizukuri/toshikeikaku/toshikeikakudoro/koujisetsumei_kamatahigasiguti.html,区公式候補,確認候補,クロール結果から抽出した用途地域・都市計画関連の確認候補,municipality,50
東京都,大田区,hazard,ハザード,"大田区防災ハザードマップ（PDF：17,750KB）",https://www.city.ota.tokyo.jp/seikatsu/chiiki/bousai/suigai/hazardmap.files/20260226_ALL.pdf,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,大田区,hazard,ハザード,"大田区防災ハザードマップ（英語・中国語併記版）（PDF：20,723KB）",https://www.city.ota.tokyo.jp/seikatsu/chiiki/bousai/suigai/hazardmap.files/20260226_EC_ALL.pdf,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,大田区,hazard,ハザード,"大田区防災ハザードマップ（やさしい日本語版）（PDF：18,644KB）",https://www.city.ota.tokyo.jp/seikatsu/chiiki/bousai/suigai/hazardmap.files/20260226_Yasashi_ALL.pdf,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,大田区,road,道路関連,土砂災害（特別）警戒区域の指定について,https://www.city.ota.tokyo.jp/seikatsu/chiiki/bousai/suigai/keikai-kuiki_shitei.html,区公式候補,確認候補,クロール結果から抽出した道路・接道関連の確認候補,municipality,50
東京都,大田区,road,道路関連,道路・公園・河川,https://www.city.ota.tokyo.jp/seikatsu/sumaimachinami/douro_kouen_kasen/index.html,区公式候補,確認候補,クロール結果から抽出した道路・接道関連の確認候補,municipality,50
東京都,大田区,road,道路関連,確認候補,https://www.city.ota.tokyo.jp/seikatsu/sumaimachinami/machizukuri/toshikeikaku/toshikeikakudoro/index.html,区公式候補,確認候補,クロール結果から抽出した道路・接道関連の確認候補,municipality,50
東京都,文京区,building_guidance,建築確認,建築確認・許可に関すること,https://www.city.bunkyo.lg.jp/machizukuri/tochi/kenchikukakunin/index.html,区公式候補,確認候補,クロール結果から抽出した建築指導・建築確認関連の確認候補,municipality,50
東京都,文京区,building_guidance,建築確認,建築審査会,https://www.city.bunkyo.lg.jp/b032/p004759.html,区公式候補,確認候補,クロール結果から抽出した建築指導・建築確認関連の確認候補,municipality,50
東京都,文京区,building_guidance,建築確認,建築確認等の手続きの改正について,https://www.city.bunkyo.lg.jp/b033/p007602.html,区公式候補,確認候補,クロール結果から抽出した建築指導・建築確認関連の確認候補,municipality,50
東京都,文京区,district_plan,都市計画情報,まちづくり・都市計画,https://www.city.bunkyo.lg.jp/machizukuri/toshikeikaku/index.html,区公式候補,確認候補,クロール結果から抽出した用途地域・都市計画関連の確認候補,municipality,50
東京都,文京区,district_plan,都市計画情報,住宅・住環境の計画に関すること,https://www.city.bunkyo.lg.jp/machizukuri/toshikeikaku/juutaku/index.html,区公式候補,確認候補,クロール結果から抽出した用途地域・都市計画関連の確認候補,municipality,50
東京都,文京区,district_plan,都市計画情報,景観,https://www.city.bunkyo.lg.jp/machizukuri/toshikeikaku/keikan/index.html,区公式候補,確認候補,クロール結果から抽出した用途地域・都市計画関連の確認候補,municipality,50
東京都,文京区,hazard,ハザード,ハザードマップ,https://www.city.bunkyo.lg.jp/bousaianzen/bousai/kinkyuusaigai/map/index.html,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,文京区,hazard,ハザード,文京区浸水履歴,https://www.city.bunkyo.lg.jp/b009/p000031.html,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,文京区,hazard,ハザード,文京区水害・土砂災害対策実施要領（Ver.4.1),https://www.city.bunkyo.lg.jp/b009/p000109.html,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,文京区,road,道路関連,道路台帳平面図の閲覧について,https://www.city.bunkyo.lg.jp/b034/p004775/index.html,区公式候補,確認候補,クロール結果から抽出した道路・接道関連の確認候補,municipality,50
東京都,文京区,road,道路関連,道路,https://www.city.bunkyo.lg.jp/machizukuri/douro/index.html,区公式候補,確認候補,クロール結果から抽出した道路・接道関連の確認候補,municipality,50
東京都,文京区,road,道路関連,道路に関する事業,https://www.city.bunkyo.lg.jp/machizukuri/douro/jigyou/index.html,区公式候補,確認候補,クロール結果から抽出した道路・接道関連の確認候補,municipality,50
東京都,新宿区,building_guidance,建築確認,確認候補,https://www.city.shinjuku.lg.jp/kusei/index13.html#section2-3-5その他建築基準法令に関する基準等を調べたい方,区公式候補,確認候補,クロール結果から抽出した建築指導・建築確認関連の確認候補,municipality,50
東京都,新宿区,building_guidance,建築確認,こちらの様式集,https://www.city.shinjuku.lg.jp/seikatsu/kenchikuc01_000103.html,区公式候補,確認候補,クロール結果から抽出した建築指導・建築確認関連の確認候補,municipality,50
東京都,新宿区,building_guidance,建築確認,こちらの案内,https://www.city.shinjuku.lg.jp/seikatsu/kenchikuc01_001009.html,区公式候補,確認候補,クロール結果から抽出した建築指導・建築確認関連の確認候補,municipality,50
東京都,新宿区,district_plan,都市計画情報,都市計画情報提供（用途地域等）,https://www.city.shinjuku.lg.jp/kusei/index13_08.html,区公式候補,確認候補,クロール結果から抽出した用途地域・都市計画関連の確認候補,municipality,50
東京都,新宿区,district_plan,都市計画情報,過去の用途地域等都市計画図の誤記について,https://www.city.shinjuku.lg.jp/kusei/toshikei01_000003_00001.html,区公式候補,確認候補,クロール結果から抽出した用途地域・都市計画関連の確認候補,municipality,50
東京都,新宿区,district_plan,都市計画情報,都市計画図（用途地域等、都市施設等）の閲覧（PDF形式）,https://www.city.shinjuku.lg.jp/kusei/toshikei01_002180.html,区公式候補,確認候補,クロール結果から抽出した用途地域・都市計画関連の確認候補,municipality,50
東京都,新宿区,hazard,ハザード,ハザードマップ（災害危険個所図）,https://www.city.shinjuku.lg.jp/anzen/anshin00_100002.html,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,新宿区,hazard,ハザード,耳で聴くハザードマップ,https://www.city.shinjuku.lg.jp/anzen/kikikanri01_000001_00232.html,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,新宿区,hazard,ハザード,確認候補,https://www.city.shinjuku.lg.jp/kusei/index13.html#section3-2ハザードマップ・開発許可の履歴を調べたい方,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,新宿区,road,道路関連,確認候補,https://www.city.shinjuku.lg.jp/kusei/index13.html#section2-3-1斜線制限や容積算定上の幅員等ボリュームチェックを行いたい方,区公式候補,確認候補,クロール結果から抽出した道路・接道関連の確認候補,municipality,50
東京都,新宿区,road,道路関連,確認候補,https://www.city.shinjuku.lg.jp/kusei/index13.html#section3-3容積算定幅員、最低敷地面積などを調べたい方,区公式候補,確認候補,クロール結果から抽出した道路・接道関連の確認候補,municipality,50
東京都,杉並区,building_guidance,建築確認,建築,https://www.city.suginami.tokyo.jp/machizukuri/toshiseibi/kenchiku/index.html,区公式候補,確認候補,クロール結果から抽出した建築指導・建築確認関連の確認候補,municipality,50
東京都,杉並区,building_guidance,建築確認,建築審査会,https://www.city.suginami.tokyo.jp/s092/1893.html,区公式候補,確認候補,クロール結果から抽出した建築指導・建築確認関連の確認候補,municipality,50
東京都,杉並区,building_guidance,建築確認,建築確認台帳記載事項証明書,https://www.city.suginami.tokyo.jp/s096/1870.html,区公式候補,確認候補,クロール結果から抽出した建築指導・建築確認関連の確認候補,municipality,50
東京都,杉並区,district_plan,都市計画情報,都市計画,https://www.city.suginami.tokyo.jp/machizukuri/toshiseibi/toshikeikaku/index.html,区公式候補,確認候補,クロール結果から抽出した用途地域・都市計画関連の確認候補,municipality,50
東京都,杉並区,district_plan,都市計画情報,総合治水対策,https://www.city.suginami.tokyo.jp/machizukuri/toshiseibi/chisui/index.html,区公式候補,確認候補,クロール結果から抽出した用途地域・都市計画関連の確認候補,municipality,50
東京都,杉並区,district_plan,都市計画情報,都市整備,https://www.city.suginami.tokyo.jp/machizukuri/toshiseibi/index.html,区公式候補,確認候補,クロール結果から抽出した用途地域・都市計画関連の確認候補,municipality,50
東京都,杉並区,hazard,ハザード,ハザードマップ・地震被害シミュレーション,https://www.city.suginami.tokyo.jp/bousai/bousai/hazardmap/index.html,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,杉並区,hazard,ハザード,土砂災害ハザードマップ,https://www.city.suginami.tokyo.jp/s015/1526.html,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,杉並区,hazard,ハザード,わが家の水害ハザードマップ,https://www.city.suginami.tokyo.jp/s098/462.html,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,杉並区,road,道路関連,狭あい道路拡幅整備事業,https://www.city.suginami.tokyo.jp/machizukuri/douro/kyouai/index.html,区公式候補,確認候補,クロール結果から抽出した道路・接道関連の確認候補,municipality,50
東京都,杉並区,road,道路関連,道路台帳の閲覧,https://www.city.suginami.tokyo.jp/s097/1586.html,区公式候補,確認候補,クロール結果から抽出した道路・接道関連の確認候補,municipality,50
東京都,杉並区,road,道路関連,路外駐車場,https://www.city.suginami.tokyo.jp/machizukuri/douro/chuushajou/index.html,区公式候補,確認候補,クロール結果から抽出した道路・接道関連の確認候補,municipality,50
東京都,板橋区,building_guidance,建築確認,建築審査会・地域住宅計画,https://www.city.itabashi.tokyo.jp/bousai/tochi/sonota/index.html,区公式候補,確認候補,クロール結果から抽出した建築指導・建築確認関連の確認候補,municipality,50
東京都,板橋区,district_plan,都市計画情報,景観計画,https://www.city.itabashi.tokyo.jp/bousai/toshikeiakku/keikan/index.html,区公式候補,確認候補,クロール結果から抽出した用途地域・都市計画関連の確認候補,municipality,50
東京都,板橋区,district_plan,都市計画情報,都市計画・景観計画・交通政策,https://www.city.itabashi.tokyo.jp/bousai/toshikeiakku/index.html,区公式候補,確認候補,クロール結果から抽出した用途地域・都市計画関連の確認候補,municipality,50
東京都,板橋区,district_plan,都市計画情報,エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。,https://www.city.itabashi.tokyo.jp/bousai/toshikeiakku/index.html#HONBUN,区公式候補,確認候補,クロール結果から抽出した用途地域・都市計画関連の確認候補,municipality,50
東京都,板橋区,hazard,ハザード,防災マップ・各種ハザードマップ,https://www.city.itabashi.tokyo.jp/bousai/bousai/map/index.html,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,板橋区,hazard,ハザード,板橋区洪水ハザードマップ,https://www.city.itabashi.tokyo.jp/bousai/bousai/map/1005633.html,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,板橋区,hazard,ハザード,板橋区土砂災害ハザードマップ,https://www.city.itabashi.tokyo.jp/bousai/bousai/map/1005634.html,区公式候補,確認候補,クロール結果から抽出した防災・ハザード関連の確認候補,municipality,50
東京都,板橋区,road,道路関連,道路台帳平面図の閲覧,https://www.city.itabashi.tokyo.jp/bousai/douro/1038299/index.html,区公式候補,確認候補,クロール結果から抽出した道路・接道関連の確認候補,municipality,50
